PFAM	KO	PATHWAY	PATHWAY NAME
PF13657		2432	PF13657
PF00115		2433	PF00115
PF14880		2434	PF14880
PF02628		2435	PF02628
PF14138		2436	PF14138
PF05051		2437	PF05051
PF00116		2438	PF00116
PF09125		2439	PF09125
PF02790		2440	PF02790
PF00510		2441	PF00510
PF02936		2442	PF02936
PF03626		2443	PF03626
PF07835		2444	PF07835
PF02284		2445	PF02284
PF01215		2446	PF01215
PF02046		2447	PF02046
PF02297		2448	PF02297
PF02937		2449	PF02937
PF02238		2450	PF02238
PF05392		2451	PF05392
PF02935		2452	PF02935
PF02285		2453	PF02285
PF06240		2454	PF06240
PF08113		2455	PF08113
PF06481		2456	PF06481
PF12557		2457	PF12557
PF03450		2458	PF03450
PF02552		2459	PF02552
PF02672		2460	PF02672
PF04516		2461	PF04516
PF02517		2462	PF02517
PF01383		2463	PF01383
PF17223		2464	PF17223
PF07823		2465	PF07823
PF09367		2466	PF09367
PF06206		2467	PF06206
PF15481		2468	PF15481
PF08144		2469	PF08144
PF18695		2470	PF18695
PF00166		2471	PF00166
PF00118		2472	PF00118
PF11833		2473	PF11833
PF14507		2474	PF14507
PF14506		2475	PF14506
PF18302		2476	PF18302
PF02786		2477	PF02786
PF02787		2478	PF02787
PF00988		2479	PF00988
PF13299		2480	PF13299
PF11718		2481	PF11718
PF03178		2482	PF03178
PF07931		2483	PF07931
PF07254		2484	PF07254
PF16484		2485	PF16484
PF17515		2486	PF17515
PF09717		2487	PF09717
PF16527		2488	PF16527
PF14353		2489	PF14353
PF12694		2490	PF12694
PF04174		2491	PF04174
PF14403		2492	PF14403
PF10147		2493	PF10147
PF06589		2494	PF06589
PF00650		2495	PF00650
PF13716		2496	PF13716
PF03765		2497	PF03765
PF07016		2498	PF07016
PF07046		2499	PF07046
PF02537		2500	PF02537
PF08624		2501	PF08624
PF05981		2502	PF05981
PF01321		2503	PF01321
PF16189		2504	PF16189
PF02633		2505	PF02633
PF09030		2506	PF09030
PF06123		2507	PF06123
PF11520		2508	PF11520
PF16566		2509	PF16566
PF10472		2510	PF10472
PF00473		2511	PF00473
PF05428		2512	PF05428
PF10380		2513	PF10380
PF06781		2514	PF06781
PF10534		2515	PF10534
PF16978		2516	PF16978
PF07416		2517	PF07416
PF10235		2518	PF10235
PF08562		2519	PF08562
PF08798		2520	PF08798
PF09827		2521	PF09827
PF10040		2522	PF10040
PF18061		2523	PF18061
PF09481		2524	PF09481
PF09485		2525	PF09485
PF07417		2526	PF07417
PF08767		2527	PF08767
PF18777		2528	PF18777
PF18784		2529	PF18784
PF18787		2530	PF18787
PF09048		2531	PF09048
PF17691		2532	PF17691
PF00325		2533	PF00325
PF05745		2534	PF05745
PF08762		2535	PF08762
PF08847		2536	PF08847
PF12095		2537	PF12095
PF01985		2538	PF01985
PF08627		2539	PF08627
PF08728		2540	PF08728
PF07143		2541	PF07143
PF01147		2542	PF01147
PF03858		2543	PF03858
PF17997		2544	PF17997
PF07029		2545	PF07029
PF12546		2546	PF12546
PF00030		2547	PF00030
PF00525		2548	PF00525
PF09076		2549	PF09076
PF08964		2550	PF08964
PF17945		2551	PF17945
PF04969		2552	PF04969
PF06023		2553	PF06023
PF05532		2554	PF05532
PF18320		2555	PF18320
PF00313		2556	PF00313
PF17876		2557	PF17876
PF18059		2558	PF18059
PF08506		2559	PF08506
PF05337		2560	PF05337
PF16965		2561	PF16965
PF17334		2562	PF17334
PF10627		2563	PF10627
PF10614		2564	PF10614
PF03783		2565	PF03783
PF18651		2566	PF18651
PF08943		2567	PF08943
PF10972		2568	PF10972
PF12539		2569	PF12539
PF18211		2570	PF18211
PF18504		2571	PF18504
PF16834		2572	PF16834
PF03750		2573	PF03750
PF17953		2574	PF17953
PF18420		2575	PF18420
PF18323		2576	PF18323
PF18392		2577	PF18392
PF10075		2578	PF10075
PF12288		2579	PF12288
PF08936		2580	PF08936
PF18425		2581	PF18425
PF02599		2582	PF02599
PF16019		2583	PF16019
PF12792		2584	PF12792
PF16831		2585	PF16831
PF06002		2586	PF06002
PF02554		2587	PF02554
PF13722		2588	PF13722
PF16699		2589	PF16699
PF14327		2590	PF14327
PF14304		2591	PF14304
PF15623		2592	PF15623
PF04442		2593	PF04442
PF15489		2594	PF15489
PF15491		2595	PF15491
PF12815		2596	PF12815
PF04818		2597	PF04818
PF09696		2598	PF09696
PF00859		2599	PF00859
PF14262		2600	PF14262
PF06934		2601	PF06934
PF10482		2602	PF10482
PF12243		2603	PF12243
PF12350		2604	PF12350
PF07863		2605	PF07863
PF08347		2606	PF08347
PF08216		2607	PF08216
PF01982		2608	PF01982
PF06418		2609	PF06418
PF01148		2610	PF01148
PF02348		2611	PF02348
PF01467		2612	PF01467
PF04145		2613	PF04145
PF05848		2614	PF05848
PF17727		2615	PF17727
PF18244		2616	PF18244
PF10288		2617	PF10288
PF06922		2618	PF06922
PF04808		2619	PF04808
PF07184		2620	PF07184
PF06706		2621	PF06706
PF16710		2622	PF16710
PF07459		2623	PF07459
PF02626		2624	PF02626
PF02682		2625	PF02682
PF17563		2626	PF17563
PF11617		2627	PF11617
PF00394		2628	PF00394
PF07731		2629	PF07731
PF07732		2630	PF07732
PF02578		2631	PF02578
PF01082		2632	PF01082
PF03712		2633	PF03712
PF00431		2634	PF00431
PF02408		2635	PF02408
PF18631		2636	PF18631
PF03263		2637	PF03263
PF00760		2638	PF00760
PF02845		2639	PF02845
PF18499		2640	PF18499
PF11515		2641	PF11515
PF00888		2642	PF00888
PF03556		2643	PF03556
PF10557		2644	PF10557
PF00190		2645	PF00190
PF07883		2646	PF07883
PF05899		2647	PF05899
PF08007		2648	PF08007
PF06172		2649	PF06172
PF12852		2650	PF12852
PF12973		2651	PF12973
PF13621		2652	PF13621
PF13473		2653	PF13473
PF07012		2654	PF07012
PF07325		2655	PF07325
PF07436		2656	PF07436
PF11604		2657	PF11604
PF02376		2658	PF02376
PF11500		2659	PF11500
PF08559		2660	PF08559
PF03091		2661	PF03091
PF03932		2662	PF03932
PF08140		2663	PF08140
PF08184		2664	PF08184
PF11018		2665	PF11018
PF15955		2666	PF15955
PF01083		2667	PF01083
PF16557		2668	PF16557
PF01179		2669	PF01179
PF07833		2670	PF07833
PF02727		2671	PF02727
PF02728		2672	PF02728
PF18252		2673	PF18252
PF02298		2674	PF02298
PF17783		2675	PF17783
PF08881		2676	PF08881
PF12542		2677	PF12542
PF08315		2678	PF08315
PF08312		2679	PF08312
PF04677		2680	PF04677
PF04676		2681	PF04676
PF04889		2682	PF04889
PF10814		2683	PF10814
PF08230		2684	PF08230
PF01473		2685	PF01473
PF04122		2686	PF04122
PF01705		2687	PF01705
PF16860		2688	PF16860
PF18802		2689	PF18802
PF18803		2690	PF18803
PF18804		2691	PF18804
PF18717		2692	PF18717
PF18718		2693	PF18718
PF18721		2694	PF18721
PF18866		2695	PF18866
PF15211		2696	PF15211
PF12109		2697	PF12109
PF03128		2698	PF03128
PF03692		2699	PF03692
PF02560		2700	PF02560
PF05328		2701	PF05328
PF10438		2702	PF10438
PF09087		2703	PF09087
PF04199		2704	PF04199
PF04673		2705	PF04673
PF08613		2706	PF08613
PF02984		2707	PF02984
PF16899		2708	PF16899
PF00134		2709	PF00134
PF16500		2710	PF16500
PF04126		2711	PF04126
PF18050		2712	PF18050
PF03784		2713	PF03784
PF09600		2714	PF09600
PF16607		2715	PF16607
PF15241		2716	PF15241
PF16941		2717	PF16941
PF05865		2718	PF05865
PF18638		2719	PF18638
PF17850		2720	PF17850
PF10414		2721	PF10414
PF00031		2722	PF00031
PF12734		2723	PF12734
PF17869		2724	PF17869
PF00007		2725	PF00007
PF17486		2726	PF17486
PF01053		2727	PF01053
PF14206		2728	PF14206
PF14255		2729	PF14255
PF14375		2730	PF14375
PF00839		2731	PF00839
PF14205		2732	PF14205
PF14194		2733	PF14194
PF00173		2734	PF00173
PF12378		2735	PF12378
PF07271		2736	PF07271
PF08802		2737	PF08802
PF01928		2738	PF01928
PF02224		2739	PF02224
PF13189		2740	PF13189
PF15153		2741	PF15153
PF09786		2742	PF09786
PF10643		2743	PF10643
PF00033		2744	PF00033
PF13435		2745	PF13435
PF14522		2746	PF14522
PF11783		2747	PF11783
PF13442		2748	PF13442
PF16694		2749	PF16694
PF05038		2750	PF05038
PF00283		2751	PF00283
PF00284		2752	PF00284
PF03188		2753	PF03188
PF07361		2754	PF07361
PF00032		2755	PF00032
PF13631		2756	PF13631
PF00034		2757	PF00034
PF02167		2758	PF02167
PF14537		2759	PF14537
PF14495		2760	PF14495
PF02335		2761	PF02335
PF02085		2762	PF02085
PF01322		2763	PF01322
PF01578		2764	PF01578
PF02239		2765	PF02239
PF03264		2766	PF03264
PF02276		2767	PF02276
PF09265		2768	PF09265
PF10407		2769	PF10407
PF01801		2770	PF01801
PF06084		2771	PF06084
PF05984		2772	PF05984
PF06284		2773	PF06284
PF05963		2774	PF05963
PF09000		2775	PF09000
PF01265		2776	PF01265
PF10890		2777	PF10890
PF01654		2778	PF01654
PF02322		2779	PF02322
PF12270		2780	PF12270
PF10873		2781	PF10873
PF13682		2782	PF13682
PF16986		2783	PF16986
PF09719		2784	PF09719
PF16821		2785	PF16821
PF17538		2786	PF17538
PF02363		2787	PF02363
PF14031		2788	PF14031
PF07065		2789	PF07065
PF08706		2790	PF08706
PF12315		2791	PF12315
PF18752		2792	PF18752
PF07876		2793	PF07876
PF02109		2794	PF02109
PF05454		2795	PF05454
PF03982		2796	PF03982
PF00609		2797	PF00609
PF00781		2798	PF00781
PF01219		2799	PF01219
PF14513		2800	PF14513
PF18152		2801	PF18152
PF00793		2802	PF00793
PF01474		2803	PF01474
PF02733		2804	PF02733
PF13684		2805	PF13684
PF02734		2806	PF02734
PF07478		2807	PF07478
PF01820		2808	PF01820
PF05746		2809	PF05746
PF09190		2810	PF09190
PF05869		2811	PF05869
PF03045		2812	PF03045
PF01266		2813	PF01266
PF15199		2814	PF15199
PF16901		2815	PF16901
PF15228		2816	PF15228
PF07213		2817	PF07213
PF10236		2818	PF10236
PF05173		2819	PF05173
PF01113		2820	PF01113
PF16654		2821	PF16654
PF18089		2822	PF18089
PF08503		2823	PF08503
PF15268		2824	PF15268
PF07930		2825	PF07930
PF01678		2826	PF01678
PF18789		2827	PF18789
PF18788		2828	PF18788
PF17074		2829	PF17074
PF05395		2830	PF05395
PF14487		2831	PF14487
PF08655		2832	PF08655
PF08649		2833	PF08649
PF08654		2834	PF08654
PF08656		2835	PF08656
PF08650		2836	PF08650
PF08653		2837	PF08653
PF08651		2838	PF08651
PF08227		2839	PF08227
PF08287		2840	PF08287
PF08657		2841	PF08657
PF03344		2842	PF03344
PF11029		2843	PF11029
PF01682		2844	PF01682
PF14545		2845	PF14545
PF14443		2846	PF14443
PF18430		2847	PF18430
PF10683		2848	PF10683
PF03108		2849	PF03108
PF13892		2850	PF13892
PF02277		2851	PF02277
PF12361		2852	PF12361
PF08147		2853	PF08147
PF03880		2854	PF03880
PF16610		2855	PF16610
PF05011		2856	PF05011
PF18526		2857	PF18526
PF15349		2858	PF15349
PF02743		2859	PF02743
PF08269		2860	PF08269
PF14827		2861	PF14827
PF14939		2862	PF14939
PF15802		2863	PF15802
PF16213		2864	PF16213
PF09724		2865	PF09724
PF06559		2866	PF06559
PF05258		2867	PF05258
PF00383		2868	PF00383
PF08211		2869	PF08211
PF06058		2870	PF06058
PF05026		2871	PF05026
PF05652		2872	PF05652
PF11969		2873	PF11969
PF14047		2874	PF14047
PF08786		2875	PF08786
PF11739		2876	PF11739
PF06808		2877	PF06808
PF03480		2878	PF03480
PF04290		2879	PF04290
PF03605		2880	PF03605
PF03606		2881	PF03606
PF03607		2882	PF03607
PF07782		2883	PF07782
PF10172		2884	PF10172
PF10161		2885	PF10161
PF03455		2886	PF03455
PF03184		2887	PF03184
PF02914		2888	PF02914
PF13358		2889	PF13358
PF13546		2890	PF13546
PF01609		2891	PF01609
PF13586		2892	PF13586
PF13612		2893	PF13612
PF13701		2894	PF13701
PF13737		2895	PF13737
PF13751		2896	PF13751
PF13843		2897	PF13843
PF13808		2898	PF13808
PF04693		2899	PF04693
PF13359		2900	PF13359
PF03400		2901	PF03400
PF12762		2902	PF12762
PF13610		2903	PF13610
PF03050		2904	PF03050
PF13817		2905	PF13817
PF07592		2906	PF07592
PF01610		2907	PF01610
PF01526		2908	PF01526
PF02862		2909	PF02862
PF03345		2910	PF03345
PF08841		2911	PF08841
PF12747		2912	PF12747
PF18763		2913	PF18763
PF09756		2914	PF09756
PF18427		2915	PF18427
PF02791		2916	PF02791
PF12121		2917	PF12121
PF00270		2918	PF00270
PF12343		2919	PF12343
PF06733		2920	PF06733
PF08494		2921	PF08494
PF00531		2922	PF00531
PF14786		2923	PF14786
PF04624		2924	PF04624
PF04626		2925	PF04626
PF04625		2926	PF04625
PF15859		2927	PF15859
PF02352		2928	PF02352
PF01335		2929	PF01335
PF01548		2930	PF01548
PF17333		2931	PF17333
PF17546		2932	PF17546
PF00323		2933	PF00323
PF01097		2934	PF01097
PF08131		2935	PF08131
PF07936		2936	PF07936
PF18251		2937	PF18251
PF00711		2938	PF00711
PF13841		2939	PF13841
PF14862		2940	PF14862
PF17858		2941	PF17858
PF10868		2942	PF10868
PF00879		2943	PF00879
PF17860		2944	PF17860
PF08181		2945	PF08181
PF05384		2946	PF05384
PF01041		2947	PF01041
PF02645		2948	PF02645
PF13486		2949	PF13486
PF10778		2950	PF10778
PF09098		2951	PF09098
PF13816		2952	PF13816
PF02286		2953	PF02286
PF02288		2954	PF02288
PF02287		2955	PF02287
PF00257		2956	PF00257
PF08766		2957	PF08766
PF12041		2958	PF12041
PF16020		2959	PF16020
PF05599		2960	PF05599
PF05372		2961	PF05372
PF15498		2962	PF15498
PF02141		2963	PF02141
PF02336		2964	PF02336
PF01791		2965	PF01791
PF00455		2966	PF00455
PF00610		2967	PF00610
PF15343		2968	PF15343
PF04511		2969	PF04511
PF14704		2970	PF14704
PF15291		2971	PF15291
PF06771		2972	PF06771
PF05497		2973	PF05497
PF01880		2974	PF01880
PF06397		2975	PF06397
PF09737		2976	PF09737
PF01905		2977	PF01905
PF10539		2978	PF10539
PF15198		2979	PF15198
PF09033		2980	PF09033
PF09230		2981	PF09230
PF04127		2982	PF04127
PF08630		2983	PF08630
PF16543		2984	PF16543
PF08859		2985	PF08859
PF07324		2986	PF07324
PF11024		2987	PF11024
PF11038		2988	PF11038
PF11040		2989	PF11040
PF05035		2990	PF05035
PF00926		2991	PF00926
PF09626		2992	PF09626
PF08385		2993	PF08385
PF08393		2994	PF08393
PF00701		2995	PF00701
PF00186		2996	PF00186
PF06442		2997	PF06442
PF01368		2998	PF01368
PF02272		2999	PF02272
PF02833		3000	PF02833
PF01529		3001	PF01529
PF14286		3002	PF14286
PF04038		3003	PF04038
PF12890		3004	PF12890
PF10418		3005	PF10418
PF06537		3006	PF06537
PF01180		3007	PF01180
PF01959		3008	PF01959
PF01487		3009	PF01487
PF01220		3010	PF01220
PF01761		3011	PF01761
PF06920		3012	PF06920
PF18595		3013	PF18595
PF14571		3014	PF14571
PF05651		3015	PF05651
PF05358		3016	PF05358
PF03368		3017	PF03368
PF17895		3018	PF17895
PF11492		3019	PF11492
PF04706		3020	PF04706
PF10069		3021	PF10069
PF09267		3022	PF09267
PF05720		3023	PF05720
PF05462		3024	PF05462
PF00526		3025	PF00526
PF05086		3026	PF05086
PF04562		3027	PF04562
PF04922		3028	PF04922
PF13164		3029	PF13164
PF01843		3030	PF01843
PF08194		3031	PF08194
PF02966		3032	PF02966
PF16844		3033	PF16844
PF08100		3034	PF08100
PF16864		3035	PF16864
PF05699		3036	PF05699
PF02281		3037	PF02281
PF09505		3038	PF09505
PF05163		3039	PF05163
PF12867		3040	PF12867
PF06183		3041	PF06183
PF00775		3042	PF00775
PF04444		3043	PF04444
PF14226		3044	PF14226
PF17679		3045	PF17679
PF01866		3046	PF01866
PF01902		3047	PF01902
PF02763		3048	PF02763
PF01324		3049	PF01324
PF02764		3050	PF02764
PF11763		3051	PF11763
PF03018		3052	PF03018
PF06584		3053	PF06584
PF17877		3054	PF17877
PF10635		3055	PF10635
PF08480		3056	PF08480
PF06848		3057	PF06848
PF02457		3058	PF02457
PF16506		3059	PF16506
PF02377		3060	PF02377
PF00200		3061	PF00200
PF06491		3062	PF06491
PF06750		3063	PF06750
PF05141		3064	PF05141
PF04977		3065	PF04977
PF05103		3066	PF05103
PF00778		3067	PF00778
PF01965		3068	PF01965
PF08068		3069	PF08068
PF13644		3070	PF13644
PF15760		3071	PF15760
PF01738		3072	PF01738
PF05783		3073	PF05783
PF12413		3074	PF12413
PF18709		3075	PF18709
PF04914		3076	PF04914
PF00751		3077	PF00751
PF10517		3078	PF10517
PF07841		3079	PF07841
PF03474		3080	PF03474
PF05499		3081	PF05499
PF17024		3082	PF17024
PF06464		3083	PF06464
PF17587		3084	PF17587
PF07263		3085	PF07263
PF16779		3086	PF16779
PF07836		3087	PF07836
PF08826		3088	PF08826
PF00885		3089	PF00885
PF15791		3090	PF15791
PF12374		3091	PF12374
PF04976		3092	PF04976
PF16867		3093	PF16867
PF04342		3094	PF04342
PF04657		3095	PF04657
PF08696		3096	PF08696
PF11638		3097	PF11638
PF00772		3098	PF00772
PF07261		3099	PF07261
PF10410		3100	PF10410
PF03796		3101	PF03796
PF16730		3102	PF16730
PF08278		3103	PF08278
PF07319		3104	PF07319
PF00226		3105	PF00226
PF14308		3106	PF14308
PF01556		3107	PF01556
PF00684		3108	PF00684
PF12339		3109	PF12339
PF09115		3110	PF09115
PF11590		3111	PF11590
PF18136		3112	PF18136
PF08452		3113	PF08452
PF02577		3114	PF02577
PF03265		3115	PF03265
PF14040		3116	PF14040
PF17948		3117	PF17948
PF08713		3118	PF08713
PF01035		3119	PF01035
PF13724		3120	PF13724
PF07157		3121	PF07157
PF03989		3122	PF03989
PF00204		3123	PF00204
PF00986		3124	PF00986
PF03603		3125	PF03603
PF01653		3126	PF01653
PF04679		3127	PF04679
PF01068		3128	PF01068
PF04675		3129	PF04675
PF17879		3130	PF17879
PF11411		3131	PF11411
PF03120		3132	PF03120
PF14743		3133	PF14743
PF03119		3134	PF03119
PF00145		3135	PF00145
PF18284		3136	PF18284
PF01119		3137	PF01119
PF11053		3138	PF11053
PF11123		3139	PF11123
PF02499		3140	PF02499
PF02500		3141	PF02500
PF00875		3142	PF00875
PF07733		3143	PF07733
PF14480		3144	PF14480
PF11490		3145	PF11490
PF00712		3146	PF00712
PF02767		3147	PF02767
PF02768		3148	PF02768
PF04364		3149	PF04364
PF06144		3150	PF06144
PF13177		3151	PF13177
PF14840		3152	PF14840
PF17657		3153	PF17657
PF12169		3154	PF12169
PF12168		3155	PF12168
PF12170		3156	PF12170
PF06440		3157	PF06440
PF00476		3158	PF00476
PF12254		3159	PF12254
PF01612		3160	PF01612
PF18305		3161	PF18305
PF00136		3162	PF00136
PF03175		3163	PF03175
PF08408		3164	PF08408
PF03104		3165	PF03104
PF10108		3166	PF10108
PF18094		3167	PF18094
PF14792		3168	PF14792
PF14791		3169	PF14791
PF04081		3170	PF04081
PF18018		3171	PF18018
PF04042		3172	PF04042
PF10391		3173	PF10391
PF04931		3174	PF04931
PF18049		3175	PF18049
PF00336		3176	PF00336
PF00242		3177	PF00242
PF02916		3178	PF02916
PF04104		3179	PF04104
PF01896		3180	PF01896
PF02481		3181	PF02481
PF14966		3182	PF14966
PF03604		3183	PF03604
PF00521		3184	PF00521
PF14709		3185	PF14709
PF14072		3186	PF14072
PF08870		3187	PF08870
PF01712		3188	PF01712
PF12047		3189	PF12047
PF18192		3190	PF18192
PF14429		3191	PF14429
PF00404		3192	PF00404
PF08990		3193	PF08990
PF16172		3194	PF16172
PF07311		3195	PF07311
PF14144		3196	PF14144
PF03351		3197	PF03351
PF08883		3198	PF08883
PF04118		3199	PF04118
PF11466		3200	PF11466
PF14839		3201	PF14839
PF04124		3202	PF04124
PF08123		3203	PF08123
PF11388		3204	PF11388
PF16816		3205	PF16816
PF09850		3206	PF09850
PF09475		3207	PF09475
PF07680		3208	PF07680
PF04173		3209	PF04173
PF07681		3210	PF07681
PF13564		3211	PF13564
PF13781		3212	PF13781
PF08781		3213	PF08781
PF08985		3214	PF08985
PF16924		3215	PF16924
PF03330		3216	PF03330
PF14913		3217	PF14913
PF07297		3218	PF07297
PF08285		3219	PF08285
PF14207		3220	PF14207
PF06044		3221	PF06044
PF04556		3222	PF04556
PF18742		3223	PF18742
PF17726		3224	PF17726
PF12213		3225	PF12213
PF14049		3226	PF14049
PF00930		3227	PF00930
PF18811		3228	PF18811
PF17782		3229	PF17782
PF04244		3230	PF04244
PF05186		3231	PF05186
PF10034		3232	PF10034
PF18069		3233	PF18069
PF18092		3234	PF18092
PF07357		3235	PF07357
PF15550		3236	PF15550
PF11719		3237	PF11719
PF16803		3238	PF16803
PF05558		3239	PF05558
PF05219		3240	PF05219
PF06345		3241	PF06345
PF06346		3242	PF06346
PF06367		3243	PF06367
PF06371		3244	PF06371
PF07539		3245	PF07539
PF07522		3246	PF07522
PF14860		3247	PF14860
PF02635		3248	PF02635
PF13686		3249	PF13686
PF07085		3250	PF07085
PF09750		3251	PF09750
PF12393		3252	PF12393
PF01916		3253	PF01916
PF01323		3254	PF01323
PF02600		3255	PF02600
PF11412		3256	PF11412
PF10411		3257	PF10411
PF02683		3258	PF02683
PF13386		3259	PF13386
PF18257		3260	PF18257
PF12355		3261	PF12355
PF01984		3262	PF01984
PF08148		3263	PF08148
PF12316		3264	PF12316
PF01414		3265	PF01414
PF11989		3266	PF11989
PF11988		3267	PF11988
PF00782		3268	PF00782
PF14671		3269	PF14671
PF10781		3270	PF10781
PF17842		3271	PF17842
PF04358		3272	PF04358
PF08679		3273	PF08679
PF04077		3274	PF04077
PF00035		3275	PF00035
PF05160		3276	PF05160
PF08828		3277	PF08828
PF18102		3278	PF18102
PF00908		3279	PF00908
PF08070		3280	PF08070
PF03942		3281	PF03942
PF18357		3282	PF18357
PF06207		3283	PF06207
PF06210		3284	PF06210
PF06219		3285	PF06219
PF06226		3286	PF06226
PF06231		3287	PF06231
PF06237		3288	PF06237
PF06242		3289	PF06242
PF06245		3290	PF06245
PF17761		3291	PF17761
PF06252		3292	PF06252
PF06260		3293	PF06260
PF06265		3294	PF06265
PF06267		3295	PF06267
PF06269		3296	PF06269
PF06270		3297	PF06270
PF06275		3298	PF06275
PF06279		3299	PF06279
PF06281		3300	PF06281
PF06282		3301	PF06282
PF06287		3302	PF06287
PF01954		3303	PF01954
PF06288		3304	PF06288
PF06292		3305	PF06292
PF06295		3306	PF06295
PF06299		3307	PF06299
PF06304		3308	PF06304
PF06327		3309	PF06327
PF06335		3310	PF06335
PF06341		3311	PF06341
PF06342		3312	PF06342
PF06348		3313	PF06348
PF06353		3314	PF06353
PF06356		3315	PF06356
PF06358		3316	PF06358
PF06362		3317	PF06362
PF06364		3318	PF06364
PF06370		3319	PF06370
PF06378		3320	PF06378
PF06380		3321	PF06380
PF06381		3322	PF06381
PF06388		3323	PF06388
PF06417		3324	PF06417
PF06435		3325	PF06435
PF01958		3326	PF01958
PF06439		3327	PF06439
PF06448		3328	PF06448
PF06449		3329	PF06449
PF06454		3330	PF06454
PF06461		3331	PF06461
PF06465		3332	PF06465
PF06469		3333	PF06469
PF06476		3334	PF06476
PF06477		3335	PF06477
PF06486		3336	PF06486
PF06493		3337	PF06493
PF06496		3338	PF06496
PF06497		3339	PF06497
PF01345		3340	PF01345
PF06500		3341	PF06500
PF06503		3342	PF06503
PF06510		3343	PF06510
PF06513		3344	PF06513
PF06518		3345	PF06518
PF06523		3346	PF06523
PF06526		3347	PF06526
PF06531		3348	PF06531
PF01969		3349	PF01969
PF06533		3350	PF06533
PF06544		3351	PF06544
PF06545		3352	PF06545
PF06547		3353	PF06547
PF06549		3354	PF06549
PF06551		3355	PF06551
PF06557		3356	PF06557
PF06563		3357	PF06563
PF06565		3358	PF06565
PF06568		3359	PF06568
PF06569		3360	PF06569
PF06570		3361	PF06570
PF06572		3362	PF06572
PF06575		3363	PF06575
PF06576		3364	PF06576
PF06577		3365	PF06577
PF06587		3366	PF06587
PF06592		3367	PF06592
PF06599		3368	PF06599
PF06600		3369	PF06600
PF06608		3370	PF06608
PF06611		3371	PF06611
PF06612		3372	PF06612
PF06615		3373	PF06615
PF06618		3374	PF06618
PF06619		3375	PF06619
PF06620		3376	PF06620
PF06625		3377	PF06625
PF06626		3378	PF06626
PF06627		3379	PF06627
PF06631		3380	PF06631
PF06633		3381	PF06633
PF06634		3382	PF06634
PF06636		3383	PF06636
PF06643		3384	PF06643
PF01976		3385	PF01976
PF06648		3386	PF06648
PF06649		3387	PF06649
PF06651		3388	PF06651
PF06658		3389	PF06658
PF06663		3390	PF06663
PF06666		3391	PF06666
PF06671		3392	PF06671
PF06672		3393	PF06672
PF06674		3394	PF06674
PF06675		3395	PF06675
PF06676		3396	PF06676
PF06678		3397	PF06678
PF06679		3398	PF06679
PF06680		3399	PF06680
PF06681		3400	PF06681
PF06683		3401	PF06683
PF06685		3402	PF06685
PF06688		3403	PF06688
PF06690		3404	PF06690
PF06691		3405	PF06691
PF06693		3406	PF06693
PF06697		3407	PF06697
PF06698		3408	PF06698
PF06707		3409	PF06707
PF06708		3410	PF06708
PF06709		3411	PF06709
PF06711		3412	PF06711
PF06712		3413	PF06712
PF06716		3414	PF06716
PF06717		3415	PF06717
PF06718		3416	PF06718
PF06721		3417	PF06721
PF06722		3418	PF06722
PF06724		3419	PF06724
PF06727		3420	PF06727
PF06736		3421	PF06736
PF06740		3422	PF06740
PF06742		3423	PF06742
PF06746		3424	PF06746
PF06748		3425	PF06748
PF06749		3426	PF06749
PF06760		3427	PF06760
PF06764		3428	PF06764
PF06797		3429	PF06797
PF01986		3430	PF01986
PF06799		3431	PF06799
PF06802		3432	PF06802
PF06803		3433	PF06803
PF06806		3434	PF06806
PF06822		3435	PF06822
PF06823		3436	PF06823
PF06836		3437	PF06836
PF06840		3438	PF06840
PF06842		3439	PF06842
PF06844		3440	PF06844
PF06849		3441	PF06849
PF06851		3442	PF06851
PF06852		3443	PF06852
PF06853		3444	PF06853
PF06856		3445	PF06856
PF06863		3446	PF06863
PF06866		3447	PF06866
PF06868		3448	PF06868
PF06869		3449	PF06869
PF01989		3450	PF01989
PF06880		3451	PF06880
PF06882		3452	PF06882
PF06884		3453	PF06884
PF06887		3454	PF06887
PF06889		3455	PF06889
PF06897		3456	PF06897
PF06900		3457	PF06900
PF06906		3458	PF06906
PF06912		3459	PF06912
PF06916		3460	PF06916
PF06918		3461	PF06918
PF06924		3462	PF06924
PF18406		3463	PF18406
PF06930		3464	PF06930
PF06932		3465	PF06932
PF06935		3466	PF06935
PF06938		3467	PF06938
PF06939		3468	PF06939
PF06940		3469	PF06940
PF06945		3470	PF06945
PF06947		3471	PF06947
PF06949		3472	PF06949
PF06950		3473	PF06950
PF06961		3474	PF06961
PF06966		3475	PF06966
PF06972		3476	PF06972
PF06973		3477	PF06973
PF06974		3478	PF06974
PF06975		3479	PF06975
PF06980		3480	PF06980
PF06993		3481	PF06993
PF06998		3482	PF06998
PF07000		3483	PF07000
PF01998		3484	PF01998
PF07006		3485	PF07006
PF07013		3486	PF07013
PF07023		3487	PF07023
PF07026		3488	PF07026
PF07027		3489	PF07027
PF07028		3490	PF07028
PF07030		3491	PF07030
PF07032		3492	PF07032
PF07037		3493	PF07037
PF07038		3494	PF07038
PF07039		3495	PF07039
PF07040		3496	PF07040
PF07041		3497	PF07041
PF07043		3498	PF07043
PF07044		3499	PF07044
PF07045		3500	PF07045
PF07048		3501	PF07048
PF07056		3502	PF07056
PF07059		3503	PF07059
PF07063		3504	PF07063
PF02001		3505	PF02001
PF07067		3506	PF07067
