PFAM	KO	PATHWAY	PATHWAY NAME
PF01311		1152	PF01311
PF01312		1153	PF01312
PF01313		1154	PF01313
PF05088		1155	PF05088
PF18034		1156	PF18034
PF01152		1157	PF01152
PF00296		1158	PF00296
PF18008		1159	PF18008
PF05592		1160	PF05592
PF17389		1161	PF17389
PF17390		1162	PF17390
PF08531		1163	PF08531
PF01036		1164	PF01036
PF09501		1165	PF09501
PF01103		1166	PF01103
PF01338		1167	PF01338
PF02397		1168	PF02397
PF18854		1169	PF18854
PF18855		1170	PF18855
PF18856		1171	PF18856
PF18844		1172	PF18844
PF18845		1173	PF18845
PF18846		1174	PF18846
PF18848		1175	PF18848
PF18849		1176	PF18849
PF18851		1177	PF18851
PF02961		1178	PF02961
PF04684		1179	PF04684
PF12031		1180	PF12031
PF09256		1181	PF09256
PF02179		1182	PF02179
PF12057		1183	PF12057
PF08180		1184	PF08180
PF01426		1185	PF01426
PF06861		1186	PF06861
PF06211		1187	PF06211
PF02923		1188	PF02923
PF07565		1189	PF07565
PF01145		1190	PF01145
PF13421		1191	PF13421
PF16200		1192	PF16200
PF06639		1193	PF06639
PF05529		1194	PF05529
PF18035		1195	PF18035
PF03114		1196	PF03114
PF01337		1197	PF01337
PF15462		1198	PF15462
PF00967		1199	PF00967
PF10455		1200	PF10455
PF16746		1201	PF16746
PF10456		1202	PF10456
PF16774		1203	PF16774
PF04865		1204	PF04865
PF01586		1205	PF01586
PF05466		1206	PF05466
PF15915		1207	PF15915
PF07001		1208	PF07001
PF07584		1209	PF07584
PF13584		1210	PF13584
PF06968		1211	PF06968
PF01027		1212	PF01027
PF12811		1213	PF12811
PF08031		1214	PF08031
PF14777		1215	PF14777
PF07289		1216	PF07289
PF15272		1217	PF15272
PF15271		1218	PF15271
PF07642		1219	PF07642
PF10082		1220	PF10082
PF07585		1221	PF07585
PF14779		1222	PF14779
PF14782		1223	PF14782
PF14783		1224	PF14783
PF14781		1225	PF14781
PF18063		1226	PF18063
PF06726		1227	PF06726
PF05700		1228	PF05700
PF12490		1229	PF12490
PF12399		1230	PF12399
PF02028		1231	PF02028
PF15461		1232	PF15461
PF10436		1233	PF10436
PF07284		1234	PF07284
PF02327		1235	PF02327
PF13862		1236	PF13862
PF00452		1237	PF00452
PF12201		1238	PF12201
PF15286		1239	PF15286
PF10514		1240	PF10514
PF11502		1241	PF11502
PF18573		1242	PF18573
PF12304		1243	PF12304
PF15318		1244	PF15318
PF08945		1245	PF08945
PF04714		1246	PF04714
PF09257		1247	PF09257
PF07572		1248	PF07572
PF15808		1249	PF15808
PF09036		1250	PF09036
PF01869		1251	PF01869
PF08740		1252	PF08740
PF03170		1253	PF03170
PF05420		1254	PF05420
PF14439		1255	PF14439
PF14442		1256	PF14442
PF08072		1257	PF08072
PF16204		1258	PF16204
PF10684		1259	PF10684
PF06208		1260	PF06208
PF16520		1261	PF16520
PF06515		1262	PF06515
PF06595		1263	PF06595
PF06407		1264	PF06407
PF18820		1265	PF18820
PF02138		1266	PF02138
PF17454		1267	PF17454
PF10523		1268	PF10523
PF03594		1269	PF03594
PF07255		1270	PF07255
PF05744		1271	PF05744
PF17841		1272	PF17841
PF05687		1273	PF05687
PF02944		1274	PF02944
PF01062		1275	PF01062
PF17035		1276	PF17035
PF03494		1277	PF03494
PF10996		1278	PF10996
PF00144		1279	PF00144
PF13354		1280	PF13354
PF16458		1281	PF16458
PF12125		1282	PF12125
PF10435		1283	PF10435
PF13363		1284	PF13363
PF13364		1285	PF13364
PF16523		1286	PF16523
PF01212		1287	PF01212
PF13229		1288	PF13229
PF18835		1289	PF18835
PF17030		1290	PF17030
PF09826		1291	PF09826
PF14350		1292	PF14350
PF08667		1293	PF08667
PF00407		1294	PF00407
PF04538		1295	PF04538
PF18243		1296	PF18243
PF02929		1297	PF02929
PF15285		1298	PF15285
PF02180		1299	PF02180
PF10403		1300	PF10403
PF10404		1301	PF10404
PF10405		1302	PF10405
PF14215		1303	PF14215
PF09730		1304	PF09730
PF06393		1305	PF06393
PF02369		1306	PF02369
PF17964		1307	PF17964
PF18200		1308	PF18200
PF02368		1309	PF02368
PF07523		1310	PF07523
PF12245		1311	PF12245
PF13750		1312	PF13750
PF13754		1313	PF13754
PF16640		1314	PF16640
PF07532		1315	PF07532
PF13205		1316	PF13205
PF17936		1317	PF17936
PF17957		1318	PF17957
PF17961		1319	PF17961
PF17963		1320	PF17963
PF18281		1321	PF18281
PF04775		1322	PF04775
PF09166		1323	PF09166
PF06773		1324	PF06773
PF06859		1325	PF06859
PF03495		1326	PF03495
PF17475		1327	PF17475
PF17476		1328	PF17476
PF02084		1329	PF02084
PF08149		1330	PF08149
PF00351		1331	PF00351
PF15368		1332	PF15368
PF02785		1333	PF02785
PF00289		1334	PF00289
PF00364		1335	PF00364
PF13533		1336	PF13533
PF03744		1337	PF03744
PF02632		1338	PF02632
PF06832		1339	PF06832
PF00653		1340	PF00653
PF12356		1341	PF12356
PF04197		1342	PF04197
PF01766		1343	PF01766
PF01767		1344	PF01767
PF01768		1345	PF01768
PF03042		1346	PF03042
PF05858		1347	PF05858
PF05853		1348	PF05853
PF03493		1349	PF03493
PF17778		1350	PF17778
PF17752		1351	PF17752
PF17324		1352	PF17324
PF07467		1353	PF07467
PF16507		1354	PF16507
PF16547		1355	PF16547
PF16202		1356	PF16202
PF11642		1357	PF11642
PF15753		1358	PF15753
PF10046		1359	PF10046
PF12754		1360	PF12754
PF17183		1361	PF17183
PF04940		1362	PF04940
PF05289		1363	PF05289
PF00936		1364	PF00936
PF15185		1365	PF15185
PF04380		1366	PF04380
PF17970		1367	PF17970
PF17973		1368	PF17973
PF11974		1369	PF11974
PF17972		1370	PF17972
PF17962		1371	PF17962
PF09132		1372	PF09132
PF02608		1373	PF02608
PF15282		1374	PF15282
PF11968		1375	PF11968
PF12496		1376	PF12496
PF06553		1377	PF06553
PF02012		1378	PF02012
PF13088		1379	PF13088
PF13859		1380	PF13859
PF15892		1381	PF15892
PF15899		1382	PF15899
PF14873		1383	PF14873
PF04076		1384	PF04076
PF07441		1385	PF07441
PF08955		1386	PF08955
PF08977		1387	PF08977
PF01722		1388	PF01722
PF02044		1389	PF02044
PF05298		1390	PF05298
PF08096		1391	PF08096
PF04972		1392	PF04972
PF08145		1393	PF08145
PF15280		1394	PF15280
PF10157		1395	PF10157
PF16088		1396	PF16088
PF10167		1397	PF10167
PF10512		1398	PF10512
PF14957		1399	PF14957
PF05714		1400	PF05714
PF02414		1401	PF02414
PF02999		1402	PF02999
PF04160		1403	PF04160
PF05628		1404	PF05628
PF05262		1405	PF05262
PF03183		1406	PF03183
PF03978		1407	PF03978
PF12298		1408	PF12298
PF05588		1409	PF05588
PF00228		1410	PF00228
PF08146		1411	PF08146
PF18040		1412	PF18040
PF00528		1413	PF00528
PF02653		1414	PF02653
PF06139		1415	PF06139
PF08000		1416	PF08000
PF03703		1417	PF03703
PF14470		1418	PF14470
PF06713		1419	PF06713
PF10882		1420	PF10882
PF10756		1421	PF10756
PF02237		1422	PF02237
PF03099		1423	PF03099
PF16917		1424	PF16917
PF09825		1425	PF09825
PF18338		1426	PF18338
PF18667		1427	PF18667
PF10651		1428	PF10651
PF08947		1429	PF08947
PF05633		1430	PF05633
PF17044		1431	PF17044
PF11564		1432	PF11564
PF15516		1433	PF15516
PF06753		1434	PF06753
PF02485		1435	PF02485
PF05525		1436	PF05525
PF07576		1437	PF07576
PF13882		1438	PF13882
PF09169		1439	PF09169
PF09103		1440	PF09103
PF09104		1441	PF09104
PF00634		1442	PF00634
PF18110		1443	PF18110
PF00533		1444	PF00533
PF16589		1445	PF16589
PF18428		1446	PF18428
PF12820		1447	PF12820
PF17105		1448	PF17105
PF06113		1449	PF06113
PF08647		1450	PF08647
PF07741		1451	PF07741
PF14965		1452	PF14965
PF04089		1453	PF04089
PF04427		1454	PF04427
PF07533		1455	PF07533
PF09607		1456	PF09607
PF14384		1457	PF14384
PF04365		1458	PF04365
PF02498		1459	PF02498
PF03097		1460	PF03097
PF14961		1461	PF14961
PF00439		1462	PF00439
PF01318		1463	PF01318
PF01573		1464	PF01573
PF07524		1465	PF07524
PF17027		1466	PF17027
PF10104		1467	PF10104
PF05244		1468	PF05244
PF08381		1469	PF08381
PF16627		1470	PF16627
PF13713		1471	PF13713
PF03909		1472	PF03909
PF07832		1473	PF07832
PF10079		1474	PF10079
PF17735		1475	PF17735
PF12280		1476	PF12280
PF04450		1477	PF04450
PF18220		1478	PF18220
PF05432		1479	PF05432
PF18512		1480	PF18512
PF08201		1481	PF08201
PF13991		1482	PF13991
PF16716		1483	PF16716
PF06616		1484	PF06616
PF17728		1485	PF17728
PF12690		1486	PF12690
PF03092		1487	PF03092
PF03704		1488	PF03704
PF00651		1489	PF00651
PF02214		1490	PF02214
PF16017		1491	PF16017
PF09270		1492	PF09270
PF07742		1493	PF07742
PF18410		1494	PF18410
PF00779		1495	PF00779
PF05232		1496	PF05232
PF03437		1497	PF03437
PF17660		1498	PF17660
PF14399		1499	PF14399
PF04514		1500	PF04514
PF09405		1501	PF09405
PF05560		1502	PF05560
PF09736		1503	PF09736
PF09073		1504	PF09073
PF04426		1505	PF04426
PF04425		1506	PF04425
PF05307		1507	PF05307
PF03557		1508	PF03557
PF03563		1509	PF03563
PF01104		1510	PF01104
PF03231		1511	PF03231
PF00952		1512	PF00952
PF04196		1513	PF04196
PF03181		1514	PF03181
PF09792		1515	PF09792
PF18826		1516	PF18826
PF04681		1517	PF04681
PF05291		1518	PF05291
PF00170		1519	PF00170
PF07716		1520	PF07716
PF12498		1521	PF12498
PF03131		1522	PF03131
PF01453		1523	PF01453
PF18841		1524	PF18841
PF18836		1525	PF18836
PF15617		1526	PF15617
PF08782		1527	PF08782
PF07654		1528	PF07654
PF09404		1529	PF09404
PF17615		1530	PF17615
PF15547		1531	PF15547
PF00386		1532	PF00386
PF00130		1533	PF00130
PF03107		1534	PF03107
PF07975		1535	PF07975
PF00168		1536	PF00168
PF11618		1537	PF11618
PF05790		1538	PF05790
PF08205		1539	PF08205
PF01413		1540	PF01413
PF18453		1541	PF18453
PF06662		1542	PF06662
PF17982		1543	PF17982
PF01681		1544	PF01681
PF10170		1545	PF10170
PF08742		1546	PF08742
PF15019		1547	PF15019
PF09678		1548	PF09678
PF14159		1549	PF14159
PF15335		1550	PF15335
PF12515		1551	PF12515
PF15895		1552	PF15895
PF12736		1553	PF12736
PF15367		1554	PF15367
PF16885		1555	PF16885
PF17201		1556	PF17201
PF09732		1557	PF09732
PF10312		1558	PF10312
PF03596		1559	PF03596
PF18500		1560	PF18500
PF00028		1561	PF00028
PF12733		1562	PF12733
PF08266		1563	PF08266
PF16184		1564	PF16184
PF17803		1565	PF17803
PF17892		1566	PF17892
PF01049		1567	PF01049
PF16492		1568	PF16492
PF08758		1569	PF08758
PF15974		1570	PF15974
PF09232		1571	PF09232
PF07440		1572	PF07440
PF11600		1573	PF11600
PF15512		1574	PF15512
PF04857		1575	PF04857
PF15539		1576	PF15539
PF15557		1577	PF15557
PF12253		1578	PF12253
PF12265		1579	PF12265
PF17052		1580	PF17052
PF11615		1581	PF11615
PF13117		1582	PF13117
PF03507		1583	PF03507
PF16567		1584	PF16567
PF15066		1585	PF15066
PF03135		1586	PF03135
PF16707		1587	PF16707
PF03524		1588	PF03524
PF14585		1589	PF14585
PF07337		1590	PF07337
PF09053		1591	PF09053
PF07180		1592	PF07180
PF03185		1593	PF03185
PF04847		1594	PF04847
PF11535		1595	PF11535
PF07888		1596	PF07888
PF06387		1597	PF06387
PF00214		1598	PF00214
PF02029		1599	PF02029
PF05042		1600	PF05042
PF00915		1601	PF00915
PF08435		1602	PF08435
PF05752		1603	PF05752
PF08405		1604	PF08405
PF07887		1605	PF07887
PF16025		1606	PF16025
PF01067		1607	PF01067
PF00748		1608	PF00748
PF16648		1609	PF16648
PF00402		1610	PF00402
PF00262		1611	PF00262
PF05556		1612	PF05556
PF01216		1613	PF01216
PF03160		1614	PF03160
PF13944		1615	PF13944
PF15170		1616	PF15170
PF02888		1617	PF02888
PF08332		1618	PF08332
PF14963		1619	PF14963
PF05538		1620	PF05538
PF07373		1621	PF07373
PF07537		1622	PF07537
PF17095		1623	PF17095
PF11971		1624	PF11971
PF08683		1625	PF08683
PF10562		1626	PF10562
PF07839		1627	PF07839
PF05792		1628	PF05792
PF11766		1629	PF11766
PF00188		1630	PF00188
PF15255		1631	PF15255
PF07918		1632	PF07918
PF12153		1633	PF12153
PF11735		1634	PF11735
PF12287		1635	PF12287
PF18293		1636	PF18293
PF11729		1637	PF11729
PF16903		1638	PF16903
PF04451		1639	PF04451
PF17071		1640	PF17071
PF05159		1641	PF05159
PF14052		1642	PF14052
PF05704		1643	PF05704
PF14102		1644	PF14102
PF06251		1645	PF06251
PF14504		1646	PF14504
PF08603		1647	PF08603
PF01302		1648	PF01302
PF01213		1649	PF01213
PF16861		1650	PF16861
PF02543		1651	PF02543
PF13715		1652	PF13715
PF01039		1653	PF01039
PF13620		1654	PF13620
PF02977		1655	PF02977
PF05388		1656	PF05388
PF00194		1657	PF00194
PF10645		1658	PF10645
PF01256		1659	PF01256
PF08261		1660	PF08261
PF00619		1661	PF00619
PF07705		1662	PF07705
PF16739		1663	PF16739
PF02559		1664	PF02559
PF01623		1665	PF01623
PF11531		1666	PF11531
PF16000		1667	PF16000
PF08462		1668	PF08462
PF17888		1669	PF17888
PF00755		1670	PF00755
PF04240		1671	PF04240
PF09150		1672	PF09150
PF01864		1673	PF01864
PF06373		1674	PF06373
PF07779		1675	PF07779
PF18395		1676	PF18395
PF09559		1677	PF09559
PF17262		1678	PF17262
PF17955		1679	PF17955
PF17952		1680	PF17952
PF16593		1681	PF16593
PF18470		1682	PF18470
PF17893		1683	PF17893
PF18525		1684	PF18525
PF16595		1685	PF16595
PF18070		1686	PF18070
PF16592		1687	PF16592
PF17894		1688	PF17894
PF12366		1689	PF12366
PF15927		1690	PF15927
PF00363		1691	PF00363
PF00997		1692	PF00997
PF16907		1693	PF16907
PF16632		1694	PF16632
PF16600		1695	PF16600
PF08172		1696	PF08172
PF14526		1697	PF14526
PF10174		1698	PF10174
PF18700		1699	PF18700
PF06241		1700	PF06241
PF09651		1701	PF09651
PF12026		1702	PF12026
PF09670		1703	PF09670
PF01867		1704	PF01867
PF09707		1705	PF09707
PF01930		1706	PF01930
PF09704		1707	PF09704
PF01881		1708	PF01881
PF05107		1709	PF05107
PF09700		1710	PF09700
PF09701		1711	PF09701
PF09703		1712	PF09703
PF09702		1713	PF09702
PF09709		1714	PF09709
PF03378		1715	PF03378
PF09659		1716	PF09659
PF09711		1717	PF09711
PF09620		1718	PF09620
PF09657		1719	PF09657
PF09658		1720	PF09658
PF09611		1721	PF09611
PF09614		1722	PF09614
PF09615		1723	PF09615
PF09618		1724	PF09618
PF09344		1725	PF09344
PF09706		1726	PF09706
PF09455		1727	PF09455
PF09617		1728	PF09617
PF09609		1729	PF09609
PF09623		1730	PF09623
PF16813		1731	PF16813
PF09484		1732	PF09484
PF09652		1733	PF09652
PF00302		1734	PF00302
PF00199		1735	PF00199
PF06628		1736	PF06628
PF18011		1737	PF18011
PF00666		1738	PF00666
PF08773		1739	PF08773
PF13246		1740	PF13246
PF00689		1741	PF00689
PF00690		1742	PF00690
PF01545		1743	PF01545
PF15149		1744	PF15149
PF15020		1745	PF15020
PF15064		1746	PF15064
PF03123		1747	PF03123
PF04731		1748	PF04731
PF16792		1749	PF16792
PF08931		1750	PF08931
PF02413		1751	PF02413
PF16838		1752	PF16838
PF03233		1753	PF03233
PF03310		1754	PF03310
PF01693		1755	PF01693
PF01146		1756	PF01146
PF04771		1757	PF04771
PF18249		1758	PF18249
PF08763		1759	PF08763
PF14798		1760	PF14798
PF10563		1761	PF10563
PF02275		1762	PF02275
PF08406		1763	PF08406
PF06154		1764	PF06154
PF03914		1765	PF03914
PF02045		1766	PF02045
PF00808		1767	PF00808
PF08143		1768	PF08143
PF02312		1769	PF02312
PF01656		1770	PF01656
PF02570		1771	PF02570
PF01888		1772	PF01888
PF01890		1773	PF01890
PF11761		1774	PF11761
PF11760		1775	PF11760
PF02571		1776	PF02571
PF06180		1777	PF06180
PF01891		1778	PF01891
PF02553		1779	PF02553
PF02361		1780	PF02361
PF01903		1781	PF01903
PF01955		1782	PF01955
PF07434		1783	PF07434
PF02262		1784	PF02262
PF02761		1785	PF02761
PF02762		1786	PF02762
PF14683		1787	PF14683
PF16738		1788	PF16738
PF09212		1789	PF09212
PF18344		1790	PF18344
PF15886		1791	PF15886
PF18448		1792	PF18448
PF09478		1793	PF09478
PF16760		1794	PF16760
PF16841		1795	PF16841
PF18666		1796	PF18666
PF18259		1797	PF18259
PF18283		1798	PF18283
PF06452		1799	PF06452
PF16011		1800	PF16011
PF00734		1801	PF00734
PF02013		1802	PF02013
PF03425		1803	PF03425
PF01607		1804	PF01607
PF03426		1805	PF03426
PF03424		1806	PF03424
PF03427		1807	PF03427
PF00553		1808	PF00553
PF00686		1809	PF00686
PF03370		1810	PF03370
PF03423		1811	PF03423
PF16824		1812	PF16824
PF00942		1813	PF00942
PF16990		1814	PF16990
PF02922		1815	PF02922
PF02018		1816	PF02018
PF02839		1817	PF02839
PF14600		1818	PF14600
PF03422		1819	PF03422
PF03442		1820	PF03442
PF12192		1821	PF12192
PF07960		1822	PF07960
PF11120		1823	PF11120
PF11658		1824	PF11658
PF17038		1825	PF17038
PF17037		1826	PF17037
PF06564		1827	PF06564
PF10945		1828	PF10945
PF17036		1829	PF17036
PF17040		1830	PF17040
PF10995		1831	PF10995
PF00571		1832	PF00571
PF09490		1833	PF09490
PF06755		1834	PF06755
PF09489		1835	PF09489
PF17218		1836	PF17218
PF04942		1837	PF04942
PF15768		1838	PF15768
PF16516		1839	PF16516
PF15625		1840	PF15625
PF11105		1841	PF11105
PF12046		1842	PF12046
PF11152		1843	PF11152
PF15964		1844	PF15964
PF07860		1845	PF07860
PF15799		1846	PF15799
PF07362		1847	PF07362
PF01845		1848	PF01845
PF15188		1849	PF15188
PF15794		1850	PF15794
PF15810		1851	PF15810
PF06244		1852	PF06244
PF15254		1853	PF15254
PF14923		1854	PF14923
PF14915		1855	PF14915
PF15450		1856	PF15450
PF15921		1857	PF15921
PF15804		1858	PF15804
PF15674		1859	PF15674
PF15669		1860	PF15669
PF14989		1861	PF14989
PF15295		1862	PF15295
PF10152		1863	PF10152
PF15236		1864	PF15236
PF15374		1865	PF15374
PF15818		1866	PF15818
PF14917		1867	PF14917
PF14968		1868	PF14968
PF10226		1869	PF10226
PF14916		1870	PF14916
PF15482		1871	PF15482
PF02754		1872	PF02754
PF16942		1873	PF16942
PF16545		1874	PF16545
PF03379		1875	PF03379
PF04995		1876	PF04995
PF03100		1877	PF03100
PF16327		1878	PF16327
PF03918		1879	PF03918
PF03150		1880	PF03150
PF15748		1881	PF15748
PF15013		1882	PF15013
PF06203		1883	PF06203
PF09425		1884	PF09425
PF04103		1885	PF04103
PF04505		1886	PF04505
PF14984		1887	PF14984
PF06365		1888	PF06365
PF01130		1889	PF01130
PF09191		1890	PF09191
PF12567		1891	PF12567
PF04549		1892	PF04549
PF15116		1893	PF15116
PF12301		1894	PF12301
PF06153		1895	PF06153
PF16853		1896	PF16853
PF18691		1897	PF18691
PF18233		1898	PF18233
PF08045		1899	PF08045
PF06395		1900	PF06395
PF17246		1901	PF17246
PF17245		1902	PF17245
PF17244		1903	PF17244
PF09507		1904	PF09507
PF08564		1905	PF08564
PF08565		1906	PF08565
PF03234		1907	PF03234
PF02724		1908	PF02724
PF02933		1909	PF02933
PF02359		1910	PF02359
PF16856		1911	PF16856
PF03381		1912	PF03381
PF09079		1913	PF09079
PF05179		1914	PF05179
PF16050		1915	PF16050
PF18484		1916	PF18484
PF11731		1917	PF11731
PF02611		1918	PF02611
PF16010		1919	PF16010
PF18375		1920	PF18375
PF18196		1921	PF18196
PF03598		1922	PF03598
PF03599		1923	PF03599
PF02234		1924	PF02234
PF18451		1925	PF18451
PF18664		1926	PF18664
PF07262		1927	PF07262
PF18593		1928	PF18593
PF18616		1929	PF18616
PF18624		1930	PF18624
PF18228		1931	PF18228
PF09806		1932	PF09806
PF03261		1933	PF03261
PF05706		1934	PF05706
PF05995		1935	PF05995
PF01066		1936	PF01066
PF08009		1937	PF08009
PF16715		1938	PF16715
PF05174		1939	PF05174
PF15213		1940	PF15213
PF08839		1941	PF08839
PF16679		1942	PF16679
PF03498		1943	PF03498
PF15359		1944	PF15359
PF18822		1945	PF18822
PF17996		1946	PF17996
PF16368		1947	PF16368
PF16366		1948	PF16366
PF14997		1949	PF14997
PF00272		1950	PF00272
PF10729		1951	PF10729
PF12662		1952	PF12662
PF02927		1953	PF02927
PF03500		1954	PF03500
PF00150		1955	PF00150
PF12876		1956	PF12876
PF03552		1957	PF03552
PF18659		1958	PF18659
PF18054		1959	PF18054
PF03040		1960	PF03040
PF10511		1961	PF10511
PF15677		1962	PF15677
PF09026		1963	PF09026
PF04218		1964	PF04218
PF11699		1965	PF11699
PF15620		1966	PF15620
PF10490		1967	PF10490
PF10473		1968	PF10473
PF10481		1969	PF10481
PF05837		1970	PF05837
PF07778		1971	PF07778
PF11802		1972	PF11802
PF13092		1973	PF13092
PF11111		1974	PF11111
PF05238		1975	PF05238
PF09496		1976	PF09496
PF13096		1977	PF13096
PF13094		1978	PF13094
PF06729		1979	PF06729
PF15630		1980	PF15630
PF15511		1981	PF15511
PF16171		1982	PF16171
PF13097		1983	PF13097
PF15510		1984	PF15510
PF09415		1985	PF09415
PF15622		1986	PF15622
PF17730		1987	PF17730
PF09287		1988	PF09287
PF15308		1989	PF15308
PF14933		1990	PF14933
PF16574		1991	PF16574
PF16846		1992	PF16846
PF15007		1993	PF15007
PF14073		1994	PF14073
PF14197		1995	PF14197
PF06657		1996	PF06657
PF17045		1997	PF17045
PF15627		1998	PF15627
PF05875		1999	PF05875
PF04734		2000	PF04734
PF17048		2001	PF17048
PF07249		2002	PF07249
PF05932		2003	PF05932
PF15661		2004	PF15661
